Vsl,Vsg,VisL,VisG,DenL,DenG,ST,Ang,ID,FlowPattern 
0.01,4,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.1,4,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.25,4,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.4,4,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.6,4,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.1,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.15,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.25,6.5,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.004,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.01,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.015,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.025,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.04,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.06,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.1,10,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.004,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.006,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.01,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.015,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.025,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
0.035,15,0.001,0.00002,1000,1.8,0.07,-10,0.025,2
1.03285,0.01526,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.68628,0.03845,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.63678,0.09509,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.66508,0.25753,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.57849,0.62723,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.60669,1.57528,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.63448,4.20247,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.01729,3.88304,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.01358,6.38926,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.66098,6.56355,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.40146,6.53823,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.25562,6.71517,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.15901,6.49199,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.1013,6.37222,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.15108,10.0514,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10334,9.87154,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.06127,10.1323,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.03704,15.6315,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.02473,15.8182,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01575,15.7627,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01002,15.9454,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00404,26.0387,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00397,15.592,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.0039,9.76941,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00961,9.69078,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00994,3.86345,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00394,3.95353,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00389,1.52904,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01004,1.53993,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01064,0.60481,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00393,0.60954,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00388,0.23574,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01,0.24832,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01011,0.09179,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00402,0.09259,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.00406,0.03862,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.0102,0.04005,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.01031,0.01549,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.0042,0.0154,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10202,0.01526,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.25036,0.01489,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.64393,0.01568,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.03285,0.01526,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.60805,0.03902,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.0262,0.03832,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.67053,0.03821,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.69842,0.09311,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.99607,0.09335,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.63724,0.09367,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.03722,0.24904,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.67735,0.2409,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.6726,0.63285,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
1.0062,0.64434,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.99972,1.61779,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.68424,1.54188,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.67925,4.11192,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.26283,4.14411,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.25269,1.55373,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.25462,0.60967,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.2505,0.24653,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.24659,0.09527,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.25426,0.03972,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10858,0.03832,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10525,0.09189,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10437,0.23416,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10349,0.58767,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10507,1.54361,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.10176,3.93247,0.001,0.00002,1000,1.8,0.07,-30,0.025,2
0.6305,0.01554,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.64829,0.03672,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.61926,0.09517,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.65304,0.25045,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.67166,0.61982,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.65654,1.04475,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.65765,1.58171,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.66006,4.09865,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.42253,4.09749,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.42324,6.4961,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.40067,1.58104,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.39943,0.60074,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.3982,0.25419,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.40668,0.09366,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.40543,0.03784,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.40429,0.01677,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.11187,0.01503,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.11218,0.03836,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.11525,0.09209,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.10731,0.24615,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.11028,0.63807,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.10782,1.46272,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.10288,3.90988,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.27124,10.1394,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.16939,10.2945,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.10572,10.1358,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.06945,16.068,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.04557,16.8225,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.0098,26.2592,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01136,17.0762,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01081,9.97193,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01079,3.96521,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01078,1.55275,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.0105,0.61743,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01049,0.24932,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01047,0.09181,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01072,0.03883,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.01125,0.01568,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.0044,0.01542,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.0044,0.03878,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.0043,0.09171,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.0043,0.24529,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00431,0.62648,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00431,1.60016,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00431,3.72666,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00432,10.1223,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00421,15.095,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00422,25.4579,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.00643,25.4615,0.001,0.00002,1000,1.8,0.07,-70,0.025,2
0.10877,0.01603,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.15986,0.01581,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.15608,0.03539,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.10369,0.03872,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.1088,0.09945,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.15613,0.09956,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.16386,0.25567,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.1062,0.25537,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.1088,0.63615,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.15999,0.62718,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.15622,1.51524,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.1062,1.68391,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.15626,4.01089,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.10623,4.0688,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.1563,6.33027,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.06715,10.2807,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02748,9.95443,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01021,9.34766,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00418,9.4733,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00408,16.3839,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00677,15.6689,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01098,15.9242,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01615,15.4589,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02621,3.99486,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00998,3.86698,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00409,3.97861,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.004,1.54839,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01024,1.50537,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.0256,1.57916,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02624,0.62428,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02385,0.23933,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02504,0.09461,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02506,0.03684,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.02448,0.01645,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01081,0.01615,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00413,0.01586,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00393,0.03893,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01079,0.03788,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01078,0.09296,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00402,0.09269,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00411,0.23817,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01051,0.24617,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.00977,0.61328,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.004,0.63081,0.001,0.00002,1000,1.8,0.07,-80,0.025,2
0.01,5.1,0.03211,0.00001,877.6,1.32,0.032,0,0.0508,2
0.011,10.1,0.0325,0.00001,877.4,1.32,0.032,0,0.0508,2
0.01,5.01,0.18384,0.00001,875.8,1.29,0.032,0,0.0508,2
0.03049,35.97561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.06098,35.97561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.12195,35.97561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.21951,35.97561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.34146,32.62195,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.06098,67.68293,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.21951,67.68293,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.34146,66.76829,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.47256,66.76829,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.06098,97.2561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.12195,99.39024,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.21951,97.2561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.34146,97.2561,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.60976,97.86585,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.06098,126.82927,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.21951,126.82927,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.34146,125.30488,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.47256,125.30488,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.60976,125.30488,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.625,109.14634,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.91463,200.60976,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.01524,39.93902,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.00427,67.68293,0.001,0.00007,1000,1.12,0.07,0,0.0254,3
0.21646,45.12195,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.30488,73.47561,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.31098,74.08537,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.21951,72.56098,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.15244,37.80488,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.07927,38.10976,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.0253,45.12195,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.00732,52.7439,0.001,0.00007,1000,1.12,0.07,0,0.0954,3
0.00812,1.81213,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.01039,1.62085,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.01277,1.42768,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.01477,1.27614,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.01748,1.01894,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.01906,0.83179,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.02213,0.64424,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.01816,6.2538,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.0242,5.39056,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.02907,5.198,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.03578,4.2791,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.03889,3.97056,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.04423,3.07523,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.05124,2.58774,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.05246,2.31123,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.05498,1.85759,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.05739,1.72298,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.06016,1.38471,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.06036,1.23657,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.06342,0.92153,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.15322,2.7455,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.39557,5.58215,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.12658,6.58781,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.13851,4.98435,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.14234,4.0346,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.1428,3.65718,0.00001,0,77.0416,0.12541,0.07,1.5,0.00874,3
0.02943,1.81616,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02943,2.96681,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02943,5.18905,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02943,9.29004,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02943,14.4962,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02864,18.6322,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02943,27.469,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.05935,2.91638,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.05935,5.10227,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.05935,8.92655,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.05623,14.0826,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.05935,18.1107,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.05777,26.9944,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.11971,5.13248,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.11971,9.39772,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.11342,14.0036,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.11971,18.4239,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.11652,27.1543,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.21674,5.03956,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.21097,9.22758,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.21097,13.7578,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.21097,17.6831,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.20535,26.9717,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.35227,10.2706,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.35227,13.8198,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.35227,20.3685,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.3619,28.0463,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.6043,10.5515,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.58821,15.3776,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.62082,18.6741,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.6043,28.8134,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.88168,15.2528,0.007,0.00001,860,4.134,0.032,0,0.0258,3
0.02948,5.61394,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.02942,10.2245,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.02939,15.2442,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.02936,20.4144,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.02934,27.3304,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.05977,2.85795,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.05965,5.66466,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.05898,10.1615,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.05948,15.1588,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.05943,20.4604,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.05938,27.6083,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.12193,4.97762,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.12169,10.1017,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.12039,14.9556,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.1203,20.0335,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.1202,27.2537,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.20731,5.66785,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.20699,10.0989,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.21286,15.0738,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.21065,19.8877,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.21047,27.2613,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.36597,9.94115,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.35514,14.9472,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.36179,20.0392,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.36499,27.6938,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.61054,10.1672,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.61584,15.1801,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.60948,20.3399,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.60322,26.8356,0.007,0.00001,860,4.134,0.032,-1,0.0258,3
0.02918,9.90489,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.02975,14.7863,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.02918,19.9689,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.02917,27.1772,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.0594,9.70236,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.05939,14.9451,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.06054,19.729,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.05995,27.2766,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.11858,9.72694,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.11854,14.5309,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.12203,19.3392,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.12082,26.7452,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.21075,4.86284,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.21061,9.74746,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.20849,14.4535,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.20843,19.3854,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.21041,26.202,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.3633,9.69146,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.35613,14.7117,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.36302,19.8905,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.3629,26.8884,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.63248,14.7469,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.61407,19.6322,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.6138,27.5928,0.007,0.00001,860,4.134,0.032,-5,0.0258,3
0.02942,14.8802,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.02885,19.8165,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.02968,26.4091,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.05929,14.804,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.05984,19.573,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.05868,26.8884,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.12068,9.6901,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.11948,14.6138,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.12176,19.4769,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.11941,27.1791,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.21057,9.76872,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.21253,14.6251,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.21869,19.8012,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.21041,27.4131,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.35353,9.76666,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.35687,15.5603,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.35683,19.6391,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.36725,26.3849,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.59935,9.91882,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.59935,14.8509,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.61089,19.6446,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.59922,26.7885,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.93205,14.6046,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.92315,19.7651,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.91424,26.9584,0.007,0.00001,860,4.134,0.032,-9,0.0258,3
0.02945,2.73842,0.007,0.00001,860,4.134,0.032,1,0.0258,3
0.02941,5.04807,0.007,0.00001,860,4.134,0.032,1,0.0258,3
0.02994,9.30572,0.007,0.00001,860,4.134,0.032,1,0.0258,3
0.02963,13.8237,0.007,0.00001,860,4.134,0.032,1,0.0258,3
0.0299,17.7828,0.007,0.00001,860,4.134,0.032,1,0.0258,3
0.03017,25.483,0.007,0.00001,860,4.134,0.032,1,0.0258,3
0.05903,2.73842,0.007,0.00001,860,4.134,0.032,1,0.0258,3
